,exchangeId,encodedCustNo,name,nickName,isAlwaysOn,jobCount,industryMean,mean,meanNonSupervisor,medianNonSupervisor
1257,6214,18pcqfps,精誠資訊股份有限公司,精誠,True,259,107.4,98.7,100.6,82.2
701,3349,18s6xmc0,寶德科技股份有限公司,寶德,True,11,138.1,87.5,85.6,82.2
192,1777,x60lkw8,生泰合成工業股份有限公司,生泰,True,8,88.8,93.7,90.6,82.2
963,4726,5xfw7xk,永昕生物醫藥股份有限公司,永昕,True,29,88.8,93.6,91.6,82.1
429,2524,329mi9c,京城建設股份有限公司,京城,True,6,105.5,110.7,90.9,82.0
1110,5478,11bf6s4o,智冠科技股份有限公司,智冠,True,57,122.0,97.6,94.3,82.0
805,3622,10vcrnew,洋華光電股份有限公司,洋華,True,3,90.6,119.7,96.7,81.9
178,1730,3jhmzao,花仙子企業股份有限公司,花仙子,True,7,90.9,107.5,89.9,81.7
1339,6465,b95165s,威潤科技股份有限公司,威潤,True,7,101.1,96.5,88.3,81.6
289,2313,20sh3sw,華通電腦股份有限公司,華通,True,15,94.0,85.3,91.2,81.4
870,4138,10zs6f3c,曜亞國際股份有限公司,曜亞,True,8,88.8,99.2,96.9,81.2
415,2495,12nyb2c0,普安科技股份有限公司,普安,True,38,138.1,96.5,96.2,81.2
375,2439,o272zgo,美律實業股份有限公司,美律,True,102,101.1,116.9,111.6,81.2
689,3312,1561n82o,弘憶國際股份有限公司,弘憶股,True,6,110.9,108.8,87.3,81.0
976,4755,10tvja7s,三福化工股份有限公司,三福化,True,17,90.9,86.0,90.0,81.0
690,3313,12qv1n2o,斐成開發科技股份有限公司,斐成,True,1,95.4,185.4,61.7,81.0
1507,6922,deesaxs,宸曜科技股份有限公司,宸曜,True,19,138.1,92.9,94.4,80.9
900,4416,3ihlec0,三圓建設股份有限公司,三圓,True,3,105.5,125.8,105.1,80.9
106,1514,1h5654w,亞力電機股份有限公司,亞力,True,51,81.5,102.3,94.3,80.9
1606,8390,18r4xb2o,金益鼎企業股份有限公司,金益鼎,True,6,95.1,98.7,86.9,80.8
34,1307,12b2z0uo,三芳化學工業股份有限公司,三芳,True,9,111.7,106.4,84.8,80.8
349,2405,9mzh2m8,Shuttle_輔信科技股份有限公司,輔信,True,15,138.1,102.3,95.6,80.7
440,2542,5nid4d4,興富發建設股份有限公司,興富發,True,39,105.5,104.2,101.7,80.6
1501,6894,5uor5tk,衛司特科技股份有限公司,衛司特,True,7,95.1,127.2,96.4,80.6
580,3040,a4o4rew,遠見科技股份有限公司,遠見,False,0,95.4,119.5,76.0,80.6
1072,5328,z3o8bbs,華容股份有限公司,華容,True,6,94.0,123.5,83.7,80.5
506,2838,13okwde9,聯邦商業銀行股份有限公司,聯邦銀,True,152,134.3,92.8,91.2,80.5
1312,6290,56uon6g,良維科技股份有限公司,良維,True,7,94.0,127.6,108.0,80.5
336,2383,13qwktp4,台光電子材料股份有限公司,台光電,True,64,94.0,128.8,107.0,80.5
1431,6689,1a2x6bilhz,伊雲谷數位科技股份有限公司,伊雲谷,True,38,100.7,100.3,100.5,80.5
499,2809,vntudvs,京城商業銀行股份有限公司,京城銀,True,32,134.3,111.8,89.2,80.5
215,1906,5iypn00,寶隆國際股份有限公司,寶隆,False,0,84.9,127.0,73.4,80.5
1697,9946,12sxbknc,三發地產股份有限公司,三發地產,True,17,105.5,109.7,89.8,80.5
941,4563,13lieqy8,百德機械股份有限公司,百德,True,8,81.5,88.0,84.8,80.4
1084,5381,13ns3f5c,合正科技股份有限公司,合正,True,11,94.0,102.2,59.9,80.3
545,2948,1a2x6bjtbu,寶陞國際股份有限公司,寶陞,True,0,80.9,125.4,89.3,80.3
334,2380,a5hmj6g,虹光精密工業股份有限公司,虹光,True,10,138.1,87.4,89.3,80.3
566,3025,a5horfc,星通資訊股份有限公司,星通,True,26,101.1,121.3,97.9,80.2
1463,6763,18kmrfrk,綠界科技股份有限公司,綠界科技,True,10,100.7,94.1,88.1,80.2
908,4438,1565nd48,廣越企業股份有限公司,廣越,True,16,72.4,90.6,86.9,80.2
1651,8930,w2bfbsg,青鋼應用材料股份有限公司,青鋼,True,7,97.9,104.3,91.0,80.2
1604,8374,5qhvn3k,羅昇企業股份有限公司,羅昇,True,12,81.5,91.4,86.2,80.1
2,1103,5gonzzc,嘉新企業團_嘉新水泥股份有限公司,嘉泥,True,4,88.9,97.9,86.9,80.0
948,4580,7alb9ts,捷流閥業股份有限公司,捷流閥業,True,8,81.5,101.7,89.5,80.0
37,1310,9kqhsrs,台灣苯乙烯工業股份有限公司,台苯,False,0,111.7,92.9,91.2,79.9
1534,8064,7kqi1s0,東捷科技股份有限公司,東捷,True,12,90.6,89.4,89.6,79.9
1057,5287,d2sa4zs,數字科技股份有限公司,數字,False,0,100.7,155.7,88.0,79.8
38,1312,1xnv4wg,國喬石油化學股份有限公司,國喬,True,10,111.7,97.6,89.1,79.8
1158,6015,1e2hvhs,宏遠證券股份有限公司,宏遠證,True,29,127.1,111.5,99.0,79.8
773,3546,154in7zc,宇峻奧汀科技股份有限公司,宇峻,True,27,122.0,89.0,90.9,79.8
1360,6515,61enk4w,穎崴科技股份有限公司,穎崴,True,48,193.8,96.7,108.1,79.8
740,3489,13km2b74,森寶開發股份有限公司,森寶,False,0,105.5,86.2,89.0,79.7
867,4130,12no58kw,健亞生物科技股份有限公司,健亞,True,4,88.8,90.6,87.9,79.7
698,3338,15a381ts,泰碩電子股份有限公司,泰碩,True,5,94.0,106.0,90.3,79.7
169,1717,ylywbj4,長興材料工業股份有限公司,長興,True,27,90.9,94.2,91.1,79.6
226,2014,3ln1ugg,中鴻鋼鐵股份有限公司,中鴻,True,4,97.9,84.9,83.0,79.6
933,4550,12pp28kw,長佳集團_長佳機電工程股份有限公司,長佳,True,15,81.5,86.6,85.6,79.5
1058,5289,cnvy3hk,宜鼎國際股份有限公司,宜鼎,True,79,138.1,115.5,108.2,79.5
1684,9931,10p43vow,欣高石油氣股份有限公司,欣高,False,0,102.0,91.8,85.0,79.5
1105,5468,12noaczs,凱鈺科技股份有限公司,凱鈺,True,2,193.8,112.4,85.2,79.5
1548,8084,12vmkh20,巨虹電子股份有限公司,巨虹,True,0,110.9,105.2,92.8,79.4
1577,8176,12nodurk,智捷科技股份有限公司,智捷,True,14,101.1,87.0,80.9,79.4
167,1713,1jtdzfs,國泰化工廠股份有限公司,國化,True,0,90.9,111.3,83.8,79.3
1030,5201,9rmdk68,凱衛資訊股份有限公司,凱衛,True,13,107.4,95.2,84.6,79.2
1181,6123,13kz7vt4,上奇科技股份有限公司,上奇,True,11,107.4,122.7,90.1,79.2
1434,6692,1a2x6bkh9x,進金生能源服務股份有限公司,進能服,True,18,95.1,87.8,96.7,79.1
1569,8121,13kc8ohk,越峯電子材料股份有限公司,越峰,True,7,94.0,102.2,86.8,79.0
593,3054,13knt2gg,立萬利創新股份有限公司,立萬利,True,3,84.8,99.9,93.5,79.0
286,2305,lp182u8,全友電腦股份有限公司,全友,True,4,138.1,92.7,80.7,79.0
981,4768,1a2x6bi2ju,晶呈科技股份有限公司,晶呈科技,True,16,90.9,138.3,85.5,78.9
513,2867,12sjgn88,三商美邦人壽保險股份有限公司_總公司,三商壽,True,131,134.3,100.5,91.1,78.9
1199,6146,18sbogso,耕興股份有限公司,耕興,True,47,134.7,115.5,107.6,78.9
1334,6449,cw4ypwg,鈺邦科技股份有限公司,鈺邦,True,25,94.0,142.7,109.6,78.8
355,2414,5m0tl5s,精技電腦股份有限公司,精技,True,29,110.9,94.2,87.5,78.8
1686,9934,e70medk,成霖企業股份有限公司,成霖,True,13,80.9,147.0,79.6,78.7
849,4104,ahyzq1c,佳醫健康事業股份有限公司,佳醫,True,11,88.8,105.8,99.1,78.7
1559,8101,wi1fzz4,華冠通訊股份有限公司,華冠,True,4,101.1,112.1,80.6,78.7
1037,5211,13n1ijm8,蒙恬科技股份有限公司,蒙恬,True,0,107.4,98.7,87.3,78.7
531,2905,52shwuh,三商行_三商巧福_拿坡里_福勝亭_鮮五丼_品川蘭_全家福_三商美福家具_三商投資控股股份有限公司,三商,True,0,67.7,494.9,91.4,78.6
68,1439,53smsmw,國揚集團_雋揚國際股份有限公司,雋揚,True,2,105.5,107.0,76.9,78.6
213,1904,f7699cw,正隆股份有限公司,正隆,True,81,84.9,86.8,84.4,78.6
1520,8034,13ib1ubk,榮群電訊股份有限公司,榮群,True,6,101.1,103.8,93.6,78.5
1252,6208,7ea4z14,日揚科技股份有限公司,日揚,True,30,94.0,83.7,95.3,78.4
433,2534,1a2x6bmacc,宏盛建設股份有限公司,宏盛,True,24,105.5,85.0,89.0,78.4
318,2359,auz4eso,所羅門股份有限公司,所羅門,True,55,134.7,93.6,89.5,78.3
1478,6805,5wveacg,富世達股份有限公司,富世達,True,29,94.0,183.3,86.1,78.2
1472,6791,e7e3480,虎門科技股份有限公司,虎門科技,True,36,107.4,122.9,89.0,78.2
1547,8083,7gzeuxk,瑞穎股份有限公司,瑞穎,False,0,81.5,86.3,85.5,78.1
1261,6218,5m5be08,豪勉科技股份有限公司,豪勉,True,9,101.1,98.9,89.8,78.1
1200,6147,7ere2lk,頎邦科技股份有限公司,頎邦,True,89,193.8,89.7,91.2,78.1
568,3027,fgnzuvk,盛達電業股份有限公司,盛達,True,19,101.1,94.4,81.2,78.0
1124,5515,l9or3r4,建國工程股份有限公司,建國,True,19,105.5,89.7,92.6,78.0
199,1789,7erhbvs,統一集團關係企業_台灣神隆股份有限公司,神隆,True,26,88.8,89.8,85.3,78.0
1132,5529,qrcul68,志嘉建設股份有限公司,鉅陞,True,0,105.5,166.8,87.3,78.0
1247,6203,1zlh3eo,海韻電子工業股份有限公司,海韻電,True,11,94.0,99.3,94.5,78.0
1208,6156,ajg9yd4,松上電子股份有限公司,松上,True,5,94.0,153.0,99.1,77.9
906,4432,a4zewk0,銘旺實業股份有限公司,銘旺實,True,13,72.4,91.5,92.2,77.7
1435,6693,d9gzeu8,廣閎科技股份有限公司,廣閎科,True,6,193.8,118.3,101.2,77.6
875,4160,b5d23xs,訊聯基因數位股份有限公司,訊聯基因,True,16,88.8,90.6,89.2,77.5
393,2465,a97q9sg,麗臺科技股份有限公司,麗臺,True,6,138.1,83.0,87.6,77.5
824,3680,7jbxn20,家登精密工業股份有限公司,家登,True,66,193.8,93.1,89.1,77.4
767,3535,whlc4z4,晶彩科技股份有限公司,晶彩科,True,13,90.6,90.3,90.9,77.4
1348,6491,bhsy92o,晶碩光學股份有限公司,晶碩,True,38,88.8,91.8,88.9,77.4
105,1513,f68w1j4,中興電工機械股份有限公司,中興電,True,68,81.5,88.9,90.7,77.3
789,3581,7rbc0yo,博磊科技股份有限公司,博磊,True,13,193.8,84.8,91.1,77.3
469,2641,7kci29c,正德海運股份有限公司,正德,True,1,127.2,104.6,83.6,77.3
494,2753,1a2x6bi08r,八方雲集國際股份有限公司,八方雲集,True,61,57.2,96.0,86.0,77.3
1157,6005,ajnfhyw,群益金鼎證券股份有限公司,群益證,True,196,134.3,119.6,99.6,77.3
1379,6558,18rbdu7s,興能高科技股份有限公司,興能高,True,9,134.7,116.2,91.6,77.2
1450,6733,1a2x6bl25d,博晟生醫股份有限公司,博晟生醫,True,0,88.8,118.3,89.9,77.2
617,3105,wi42ew8,穩懋半導體股份有限公司,穩懋,True,83,193.8,86.0,89.1,77.1
1671,9912,9jvefpc,偉聯科技股份有限公司,偉聯,True,7,138.1,114.4,85.9,77.1
1646,8924,aldc0tk,大田精密工業股份有限公司,大田,True,2,85.4,95.4,84.4,77.1
323,2365,2d14m80,昆盈企業股份有限公司,昆盈,True,4,138.1,107.1,86.1,77.0
620,3118,aq5d2o0,進階生物科技股份有限公司,進階,True,10,88.8,99.8,93.9,77.0
921,4532,aucsahs,瑞智精密股份有限公司,瑞智,True,20,81.5,95.6,87.6,76.9
94,1471,3jbss60,首利實業股份有限公司,首利,True,0,94.0,93.2,74.0,76.8
1580,8201,an2t114,無敵科技股份有限公司,無敵,True,2,134.7,91.4,81.9,76.8
443,2546,1a2x6bkteu,根基營造股份有限公司,根基,True,70,105.5,82.1,83.6,76.7
979,4766,y3m7lj4,南寶樹脂化學工廠股份有限公司,南寶,True,45,90.9,98.7,88.2,76.7
1510,7402,10zyn2v4,邑錡股份有限公司,邑錡,True,7,90.6,106.2,95.5,76.6
1509,6937,10uk3tkw,天虹科技股份有限公司,天虹,True,20,193.8,84.0,94.0,76.6
1291,6261,13mbw0yw,久元電子股份有限公司,久元,True,36,193.8,90.2,99.2,76.5
1064,5306,a5hgm7s,桂盟國際股份有限公司,桂盟,True,6,85.4,80.5,88.9,76.4
739,3484,13w334z4,崧騰企業股份有限公司,崧騰,True,14,94.0,89.1,86.1,76.3
1268,6225,7gsr2zk,天瀚科技股份有限公司,天瀚,True,0,90.6,84.5,76.3,76.3
1242,6197,13tw0k4g,佳必琪國際股份有限公司,佳必琪,True,21,94.0,112.6,93.2,76.3
605,3073,13n80qy0,天方能源科技股份有限公司,天方能源,True,3,95.1,68.0,75.6,76.2
1013,4972,13w1hjo8,湯石照明科技股份有限公司,湯石照明,True,0,90.6,106.1,78.9,76.2
1193,6139,5lu3yuw,亞翔集團_亞翔工程股份有限公司,亞翔,True,70,134.7,161.9,104.2,76.2
1560,8103,auu1nbk,瀚荃股份有限公司,瀚荃,True,6,94.0,102.1,84.2,76.2
637,3176,wi97lk8,基亞生物科技股份有限公司,基亞,True,4,88.8,93.7,87.0,76.2
917,4527,acym2fk,堃霖冷凍機械股份有限公司,方方土霖,True,8,81.5,87.7,80.0,76.2
705,3360,4cohdl4,尚立股份有限公司,尚立,True,4,110.9,90.0,80.4,76.1
816,3652,da6cwn4,精聯電子股份有限公司,精聯,True,37,138.1,84.5,86.7,76.1
376,2440,v7ow0g,太空梭高傳真資訊科技股份有限公司,太空梭,True,0,94.0,89.8,85.7,76.1
859,4119,aesozmw,旭富製藥科技股份有限公司,旭富,False,0,88.8,108.0,85.0,76.1
423,2509,29dvb40,全坤建設開發股份有限公司,全坤建,True,20,105.5,83.4,78.0,76.0
340,2390,ft42k4g,云辰電子開發股份有限公司,云辰,True,10,134.7,80.1,81.1,76.0
244,2049,asp3v4o,上銀科技股份有限公司,上銀,True,157,81.5,68.5,79.8,76.0
953,4702,53xe9h4,中美聯合實業股份有限公司,中美實,True,0,80.9,85.1,75.5,76.0
171,1720,wo8i2jc,生達化學製藥股份有限公司,生達,True,29,88.8,83.0,87.9,76.0
1583,8215,7lpb6fk,明基材料股份有限公司,明基材,True,102,90.6,96.3,95.9,75.9
1636,8481,aaegzb4,政伸企業股份有限公司,政伸,True,3,95.4,84.8,80.5,75.9
189,1762,1f2xn9c,中化合成生技股份有限公司,中化生,True,2,88.8,89.3,86.1,75.8
1325,6425,akakx20,易發精機股份有限公司,易發,True,33,81.5,82.7,81.5,75.8
150,1608,10i4fpso,華榮電線電纜股份有限公司,華榮,True,27,88.7,73.0,77.9,75.7
23,1234,9hjlwso,黑松股份有限公司,黑松,True,26,84.8,82.4,83.7,75.6
693,3322,fop7ego,建舜電子製造股份有限公司,建舜電,True,13,94.0,114.9,96.4,75.5
1272,6229,13qenz6w,研通科技股份有限公司,研通,True,0,193.8,94.1,76.2,75.4
1621,8436,5nad1zs,"大江生醫股份有限公司(TCI CO., Ltd)",大江,True,108,88.8,106.0,81.7,75.3
952,4609,fnwm3og,唐鋒集團_唐鋒實業股份有限公司,唐鋒,True,4,80.9,94.3,75.8,75.3
1380,6560,1a2x6bi6ma,欣普羅光電股份有限公司,欣普羅,True,0,90.6,114.4,115.7,75.3
446,2596,5wp2qzk,綠意開發股份有限公司,綠意,True,7,105.5,102.2,71.6,75.2
1471,6790,a98xw08,永豐餘消費品實業股份有限公司,永豐實,True,22,84.9,86.1,86.6,75.2
549,3004,7e6sd7k,豐達科技股份有限公司,豐達科,True,21,97.9,99.2,86.0,75.1
720,3419,lpfpjzk,譁裕實業股份有限公司,譁裕,True,28,101.1,100.7,90.2,75.1
1516,8027,a5id6a8,鈦昇科技股份有限公司,鈦昇,True,2,81.5,81.8,82.2,75.0
1286,6245,a99730w,立端科技股份有限公司,立端,True,47,101.1,102.7,91.6,74.9
102,1504,57ewf0y,東元電機股份有限公司,東元,True,134,81.5,110.2,92.0,74.8
980,4767,14ro4s34,誠泰工業科技股份有限公司,誠泰科技,True,3,90.9,102.3,83.1,74.8
1211,6161,a6shhw0,捷波資訊股份有限公司,捷波,True,7,138.1,108.8,97.5,74.7
1642,8916,f7lwse8,光隆實業股份有限公司,光隆,True,13,95.4,113.3,96.8,74.6
3,1104,3h5sp48,環球水泥股份有限公司,環泥,True,62,88.9,83.3,81.4,74.5
1535,8066,12nompfs,來思達國際企業股份有限公司,來思達,True,0,80.9,116.4,68.0,74.5
1363,6523,10tts5u8,DR.WU SKINCARE_達爾膚生醫科技股份有限公司,達爾膚,True,19,88.8,107.0,93.2,74.4
572,3031,ftrxfvk,佰鴻工業股份有限公司,佰鴻,True,12,90.6,116.3,81.6,74.4
745,3498,gk74sog,陽程科技股份有限公司,陽程,True,54,134.7,88.0,86.6,74.4
148,1604,1nnt8tc,聲寶股份有限公司,聲寶,True,50,88.7,80.3,82.4,74.4
1375,6547,1a2x6bikup,高端疫苗生物製劑股份有限公司,高端疫苗,True,8,88.8,109.6,88.0,74.3
1258,6215,5nhqwzc,和椿科技股份有限公司,和椿,True,30,134.7,83.3,83.7,74.3
1486,6835,ft7ho80,圓裕企業股份有限公司,圓裕,True,2,94.0,97.7,80.4,74.3
1133,5530,aaplveo,龍巖股份有限公司(總公司),龍巖,True,90,95.4,103.7,92.0,74.3
1020,4994,5ylgmaw,傳奇網路遊戲股份有限公司,傳奇,True,10,107.4,104.2,84.1,74.3
345,2399,ay1i5kw,映泰股份有限公司,映泰,True,17,138.1,96.3,86.8,74.2
410,2488,vnaveow,漢平電子工業股份有限公司,漢平,True,2,134.7,103.4,90.5,74.2
1140,5603,29hi3g0,陸海股份有限公司,陸海,True,9,127.2,85.4,80.6,74.1
365,2427,ed8qlmg,三商電腦股份有限公司,三商電,True,41,107.4,88.7,79.4,74.1
529,2903,1m8unag,遠東百貨股份有限公司,遠百,True,72,67.7,84.0,79.8,74.1
1562,8105,7jrmovk,凌巨科技股份有限公司,凌巨,True,30,90.6,82.8,82.7,74.0
131,1560,1f345ts,中國砂輪企業股份有限公司,中砂,True,33,81.5,79.4,80.9,74.0
1488,6841,1a2x6bkoxb,長佳智能股份有限公司,長佳智能,True,11,88.8,110.5,83.6,74.0
130,1558,pm2loh4,伸興工業股份有限公司,伸興,True,2,81.5,104.4,82.1,73.9
843,3711,0,日月光投資控股股份有限公司,日月光投控,False,0,193.8,264.7,92.9,73.9
842,3710,1a2x6bmw5g,連展投控集團_連展投資控股股份有限公司,連展投控,True,29,94.0,99.5,84.2,73.8
1099,5452,13mopn0w,佶優科技股份有限公司,佶優,True,1,134.7,149.2,107.8,73.8
1357,6509,1y6i9e9,聚和國際股份有限公司,聚和,True,35,90.9,83.5,82.9,73.8
235,2028,w1w8aw0,威致鋼鐵工業股份有限公司,威致,True,0,97.9,68.2,78.4,73.7
1627,8454,ckkyqvc,富邦媒體科技股份有限公司(富邦momo),富邦媒,True,350,100.7,81.6,85.2,73.7
1680,9927,10ozmsb4,某實業股份有限公司,泰銘,True,9,95.4,88.4,76.4,73.6
161,1707,5ghcpl4,葡萄王生技股份有限公司,葡萄王,True,29,88.8,91.0,84.5,73.6
18,1227,a5j8pbc,佳格食品股份有限公司,佳格,True,35,84.8,95.3,82.9,73.6
1277,6235,g9680ug,華孚科技股份有限公司,華孚,True,2,138.1,272.3,99.7,73.5
342,2393,fuu0th4,億光電子工業股份有限公司,億光,True,117,90.6,88.3,92.7,73.5
648,3213,autpwhc,茂訊電腦股份有限公司,茂訊,True,14,138.1,90.3,84.0,73.4
1490,6846,1a2x6bjfna,綠茵生技股份有限公司,綠茵,True,16,84.8,110.0,98.0,73.3
1184,6126,lnbc06w,信音企業股份有限公司,信音,True,8,94.0,79.4,78.4,73.3
1154,5903,aldh58g,全家便利商店股份有限公司,全家,True,1105,80.9,48.2,80.0,73.3
84,1457,3iu4j2o,宜進實業股份有限公司,宜進,True,0,72.4,111.6,82.1,73.2
971,4743,1a2x6bll2o,合一生技股份有限公司,合一,True,12,88.8,118.4,96.9,73.2
1461,6761,2bjulm0,穩得實業股份有限公司,穩得,True,14,94.0,99.8,89.7,73.2
1087,5392,1303wzje,能率創新股份有限公司,能率,True,2,90.6,164.6,74.7,73.0
946,4576,18r1oqbc,大銀微系統股份有限公司_HIWIN MIKROSYSTEM,大銀微系統,True,31,81.5,86.1,82.3,73.0
813,3632,5x8s6c8,PAPAGO＿ 研勤科技股份有限公司,研勤,True,9,101.1,130.3,93.5,73.0
818,3663,7qahcxk,鑫科材料科技股份有限公司,鑫科,True,1,134.7,77.4,73.8,73.0
1106,5469,ao3lvh4,瀚宇博德股份有限公司,瀚宇博,True,44,94.0,94.6,86.1,73.0
1414,6651,601stbk,全宇昕科技股份有限公司,全宇昕,True,5,193.8,129.2,110.3,73.0
330,2375,fq3zc0o,凱美電機股份有限公司,凱美,True,2,94.0,84.0,77.7,73.0
1608,8403,110dmy1s,盛弘醫藥股份有限公司,盛弘,True,8,88.8,90.9,82.8,72.9
865,4128,weutzpk,中天生物科技股份有限公司,中天,True,12,88.8,102.5,94.2,72.9
582,3042,9qotw3c,台灣晶技股份有限公司,晶技,True,20,94.0,88.2,94.0,72.9
808,3625,18jp9pwg,西勝國際股份有限公司,西勝,True,9,138.1,95.1,81.0,72.9
1667,9907,xngqnvs,統一實業股份有限公司,統一實,True,8,95.4,72.2,74.3,72.8
964,4728,5urjarc,双美生物科技股份有限公司,雙美,True,9,88.8,97.8,84.2,72.7
1455,6751,1a2x6bkwwg,智聯服務股份有限公司,智聯服務,True,118,107.4,85.9,87.3,72.7
866,4129,a5hrb8w,聯合骨科器材股份有限公司,聯合,True,46,88.8,90.6,82.0,72.6
775,3550,abx5kwo,聯穎科技股份有限公司,聯穎,True,7,94.0,82.6,86.3,72.5
737,3481,5vox8tk,群創光電股份有限公司,群創,True,69,90.6,84.7,89.7,72.4
1191,6136,13shefo8,富爾特科技股份有限公司,富爾特,True,3,101.1,93.2,77.6,72.4
1175,6116,7k27b1c,瀚宇彩晶股份有限公司,彩晶,True,6,90.6,73.5,83.2,72.4
826,3685,o9ecieo,元創精密車業股份有限公司,元創精密,True,0,81.5,113.5,68.0,72.4
962,4722,ywhp3ww,國精化學股份有限公司,國精化,True,13,90.9,76.5,78.6,72.4
1428,6680,b6f37qw,鑫創電子股份有限公司,鑫創電子,True,5,138.1,88.0,79.7,72.3
1301,6276,fq734pk,安鈦克科技股份有限公司,安鈦克,True,1,138.1,118.7,82.3,72.3
947,4577,13jkypeo,達航科技股份有限公司,達航科技,True,4,134.7,72.5,80.9,72.3
1165,6101,as3kyiw,寬魚國際股份有限公司,寬魚國際,True,0,122.0,140.5,79.5,72.1
837,3705,1a2x6bkebs,永信國際投資控股股份有限公司,永信,True,0,88.8,151.2,85.2,72.1
217,1909,fpnhl0o,榮成紙業股份有限公司,榮成,True,51,84.9,81.2,75.1,72.1
1370,6534,1a2x6bioe6,正瀚生技股份有限公司,正瀚-創,True,16,88.8,149.0,134.1,72.0
1290,6259,12tfj4yg,百徽股份有限公司,百徽,True,0,94.0,102.3,71.7,72.0
1557,8097,a79ehi0,常珵科技股份有限公司,常珵,True,15,101.1,111.9,90.4,72.0
1278,6236,7e64hn4,康呈科技股份有限公司,中湛,True,0,95.4,88.0,88.8,71.9
741,3490,aqvz5eo,單井工業股份有限公司,單井,False,0,90.6,97.4,80.2,71.9
1673,9917,1a2x6bi0fy,中興保全科技股份有限公司,中保科,True,144,95.4,82.2,78.9,71.8
612,3090,12n50mgg,日電貿股份有限公司,日電貿,True,13,94.0,82.4,81.8,71.8
846,3714,0,富采投資控股股份有限公司,富采,False,0,90.6,97.8,91.4,71.8
1511,7556,wbzfqxs,意德士科技股份有限公司,意德士科技,True,7,193.8,109.2,86.2,71.7
1661,8942,159vq508,森鉅科技材料股份有限公司,森鉅,True,3,95.4,92.5,81.0,71.6
561,3019,poug9kg,亞洲光學股份有限公司,亞光,True,17,90.6,84.2,85.4,71.6
1571,8147,a975vzs,正淩精密工業股份有限公司,正淩,True,23,94.0,80.2,80.9,71.5
305,2342,a5h8meo,台灣茂矽電子股份有限公司,茂矽,True,19,193.8,83.0,80.8,71.5
712,3379,2c4yqkw,彬台公司_彬台科技股份有限公司,彬台,True,11,81.5,83.2,78.4,71.4
1425,6670,1a2x6bi0dd,復盛應用科技股份有限公司,復盛應用,True,32,85.4,76.3,89.0,71.4
195,1784,wji64jc,訊聯生物科技股份有限公司,訊聯,True,35,88.8,92.8,85.3,71.4
1273,6230,fmdzd7k,尼得科超眾科技股份有限公司,尼得科超眾,True,0,138.1,80.4,86.7,71.3
158,1618,ansbawh,合機電線電纜股份有限公司,合機,True,5,88.7,83.1,79.4,71.3
1050,5263,61m88hs,智崴資訊科技股份有限公司,智崴,True,16,122.0,79.3,80.3,71.3
982,4770,gkme2lk,上品綜合工業股份有限公司,上品,True,17,90.9,105.7,90.4,71.2
1262,6219,18rlt9nc,富旺國際開發股份有限公司,富旺,True,21,105.5,142.9,86.3,71.2
362,2424,29hc1uo,隴華電子股份有限公司,隴華,True,8,101.1,83.0,85.9,71.2
821,3672,7ox8vio,康聯訊科技股份有限公司,康聯訊,True,10,101.1,89.4,83.6,71.1
176,1726,yimzn2g,虹牌油漆_永記造漆工業股份有限公司,永記,True,15,90.9,80.1,77.8,71.1
700,3346,7t0yxd4,麗清科技股份有限公司,麗清,True,18,86.6,75.6,94.5,71.1
1085,5386,9r0q0wg,ALBATRON_青雲國際科技股份有限公司,青雲,True,5,138.1,89.4,81.8,71.1
304,2340,lpiyy2g,台亞半導體股份有限公司,台亞,True,82,193.8,81.6,82.0,71.1
44,1321,6wh7dc8,大洋塑膠工業股份有限公司,大洋,True,28,111.7,75.6,76.4,71.0
424,2511,x3plflc,太子建設開發股份有限公司,太子,True,8,105.5,94.7,78.2,70.9
1616,8424,5ollprc,惠普股份有限公司,惠普,True,2,105.5,74.7,76.4,70.9
49,1336,adl9dig,台翰精密科技股份有限公司,台翰,True,24,94.0,140.9,93.4,70.8
1305,6281,a3xycps,全國電子股份有限公司,全國電,True,80,110.9,74.2,76.5,70.8
1589,8255,7ozdxfs,朋程科技股份有限公司,朋程,True,19,81.5,88.1,85.8,70.7
567,3026,9li5mb4,禾伸堂企業股份有限公司,禾伸堂,True,35,94.0,88.2,81.7,70.7
528,2901,57xyvzk,欣欣大眾巿場股份有限公司,欣欣,True,0,67.7,88.0,76.9,70.7
1543,8076,15bsqff4,伍豐科技股份有限公司,伍豐,True,20,138.1,87.5,84.6,70.7
1225,6177,221qnds,達麗建設事業股份有限公司,達麗,True,20,105.5,127.5,77.6,70.6
887,4188,1a2x6bilsz,安克生醫股份有限公司,安克,True,1,88.8,115.1,87.0,70.6
613,3092,13njr1vk,鴻碩精密電工股份有限公司,鴻碩,True,0,94.0,284.0,69.7,70.5
1517,8028,12noo21s,昇陽國際半導體股份有限公司,昇陽半導體,True,20,193.8,81.8,79.5,70.5
1522,8039,7fw2qzs,台虹科技股份有限公司,台虹,True,27,94.0,84.0,77.6,70.5
1153,5902,a9rxcy0,德記洋行股份有限公司,德記,True,15,80.9,93.6,80.9,70.5
996,4930,dbdwq00,燦星網通股份有限公司,燦星網,True,4,88.7,77.5,69.8,70.4
781,3558,d3a2s9k,神準科技股份有限公司,神準,True,144,101.1,108.8,90.8,70.4
1287,6246,5ouja5c,臺龍電子股份有限公司,臺龍,True,1,90.6,99.7,70.1,70.4
