,exchangeId,encodedCustNo,name,nickName,isAlwaysOn,jobCount,industryMean,mean,meanNonSupervisor,medianNonSupervisor
1238,6192,6g3a3o8,巨路國際股份有限公司,巨路,True,37,134.7,126.1,114.8,104.3
258,2103,1mrsx0o,台橡股份有限公司,台橡,True,19,76.4,117.7,115.8,104.2
1035,5209,ae3d2xk,中鼎集團_新鼎系統股份有限公司,新鼎,True,8,95.4,126.0,117.0,104.2
614,3093,24zng6o,台灣港建股份有限公司,港建*,True,15,134.7,134.9,113.4,104.1
301,2332,a5habd4,D-Link_友訊科技股份有限公司,友訊,True,50,101.1,121.8,113.9,104.0
621,3122,7s8pprk,笙泉科技股份有限公司,笙泉,True,4,193.8,126.6,113.3,104.0
123,1535,12pdpco8,中宇環保工程股份有限公司,中宇,True,22,81.5,117.0,113.5,103.9
765,3532,152mbysw,台塑勝高科技股份有限公司,台勝科,False,0,193.8,110.2,108.7,103.9
1001,4939,10z85he0,亞洲電材股份有限公司,亞電,True,0,94.0,166.3,105.6,103.8
1533,8059,7n23suw,凱碩科技股份有限公司,凱碩,True,3,101.1,130.8,118.6,103.6
1575,8163,7dyii7s,達方電子股份有限公司,達方,True,53,138.1,134.2,124.6,103.5
574,3033,24vuvio,威健實業股份有限公司,威健,True,14,110.9,127.1,115.6,103.3
1003,4945,wf7n05s,陞達科技股份有限公司,陞達科技,True,5,193.8,130.0,104.1,103.3
1692,9941,at41hao,裕融企業股份有限公司,裕融,True,19,95.4,128.2,123.1,103.3
625,3138,atv7sfk,耀登科技股份有限公司,耀登,True,14,101.1,151.2,129.3,103.3
1374,6546,5tl8phk,正基科技股份有限公司,正基,True,4,101.1,122.9,114.8,103.2
1585,8227,13l3caeg,巨有科技股份有限公司,巨有科技,True,21,193.8,128.7,114.0,103.1
308,2347,aldnfbc,聯強國際股份有限公司,聯強,True,17,110.9,131.3,120.1,103.0
832,3694,cpkop2w,海華科技股份有限公司,海華,True,22,101.1,119.7,113.8,102.8
847,3715,0,定穎投資控股股份有限公司,定穎投控,False,0,94.0,165.8,106.8,102.7
736,3479,wfo0t6o,安勤科技股份有限公司,安勤,True,19,138.1,123.1,118.1,102.6
1591,8271,18rjuzk0,宇瞻科技股份有限公司,宇瞻,True,18,193.8,126.8,113.0,102.3
1518,8032,ae7d8qw,光菱電子股份有限公司,光菱,True,4,110.9,126.4,104.7,102.3
1163,6024,18n4a3yw,群益期貨股份有限公司,群益期,True,32,134.3,156.3,133.3,102.2
563,3022,18rkf108,威強電工業電腦股份有限公司,威強電,True,41,138.1,115.3,113.7,102.2
71,1442,24boors,麗寶集團_名軒開發股份有限公司,名軒,True,18,105.5,127.6,104.7,102.1
1470,6789,110ztpg8,采鈺科技股份有限公司,采鈺,True,58,193.8,106.4,123.0,101.9
395,2467,3hzleeg,志聖工業股份有限公司,志聖,True,26,94.0,98.5,113.3,101.8
1164,6026,as65kmo,福邦證券股份有限公司,福邦證,True,19,127.1,127.0,122.7,101.8
1556,8096,7e8zubk,擎亞電子股份有限公司,擎亞,True,1,110.9,143.4,106.9,101.8
1499,6875,we7qo8o,國邑藥品科技股份有限公司,國邑*,True,2,88.8,139.9,109.8,101.8
1409,6640,oflnowg,均華精密工業股份有限公司,均華,True,34,193.8,103.8,106.1,101.6
462,2617,1myc65k,台灣航業股份有限公司,台航,True,2,127.2,124.1,133.2,101.6
1061,5299,dajf10w,杰力科技股份有限公司,杰力,True,9,193.8,122.5,122.6,101.5
685,3306,7js7e8w,鼎天國際股份有限公司_廣達關係企業,鼎天,True,11,101.1,149.6,117.8,101.3
1233,6187,18kgolog,萬潤科技股份有限公司,萬潤,True,59,134.7,115.9,115.4,101.2
1668,9908,5345wg0,大台北區瓦斯股份有限公司,大台北,True,5,102.0,111.5,113.1,101.2
791,3587,10qdozxs,閎康科技股份有限公司,閎康,True,62,134.7,113.5,109.1,101.1
1335,6457,d7i0hzk,紘康科技股份有限公司,紘康,True,8,193.8,112.5,108.1,100.6
12,1216,xnfvmlk,統一企業股份有限公司,統一,True,44,84.8,120.4,118.2,100.6
829,3689,cp5lwyg,湧德電子股份有限公司,湧德,True,9,94.0,125.6,109.8,100.5
884,4174,60trb48,台灣浩鼎生技股份有限公司,浩鼎,True,12,88.8,167.8,110.9,100.4
1427,6679,cuqf7l4,鈺太科技股份有限公司,鈺太,True,0,193.8,161.1,111.4,100.2
319,2360,4cgulm0,致茂電子股份有限公司,致茂,True,83,134.7,111.9,115.4,100.1
571,3030,ap7rv14,德律科技股份有限公司,德律,True,16,134.7,109.5,115.2,100.1
420,2504,b1wtng8,國產建材實業股份有限公司,國產,True,50,105.5,138.4,100.7,100.1
1637,8487,wen1654,愛爾達科技股份有限公司,愛爾達-創,True,2,100.7,164.8,112.0,100.0
1643,8917,a3u8fq8,欣泰石油氣股份有限公司,欣泰,True,2,102.0,103.6,108.3,99.5
1552,8089,aweyr2g,康全電訊股份有限公司,康全電訊,True,10,101.1,109.4,103.8,99.4
465,2633,7jzoq8g,高鐵_台灣高速鐵路股份有限公司,台灣高鐵,True,78,127.2,110.9,107.9,99.1
836,3704,0,合勤投資控股股份有限公司,合勤控,False,0,101.1,131.2,116.7,99.0
838,3706,0,神達投資控股股份有限公司,神達,False,0,138.1,68.3,111.1,99.0
1484,6830,csn7ka0,汎銓科技股份有限公司,汎銓,True,20,134.7,117.0,122.0,98.9
428,2520,e71lcv4,冠德建設股份有限公司,冠德,True,10,105.5,169.3,109.0,98.9
452,2607,20vjuoo,長榮國際儲運股份有限公司,榮運,True,11,127.2,99.9,99.1,98.5
634,3168,7h5jrv4,眾福科技股份有限公司,眾福科,True,22,90.6,143.2,109.5,98.4
137,1582,gitkkfc,信錦企業股份有限公司,信錦,True,10,94.0,127.7,109.1,98.4
1307,6283,159l3240,淳安電子股份有限公司,淳安,True,11,134.7,125.1,94.1,98.3
606,3078,12uovylc,僑威科技股份有限公司,僑威,True,30,94.0,187.9,124.0,98.2
307,2345,a5hcezc,智邦科技股份有限公司,智邦,True,219,101.1,136.7,138.5,98.2
1652,8931,12twn7yw,大園汽電共生股份有限公司,大汽電,True,10,102.0,117.2,106.2,98.1
596,3057,a5hm2z4,喬鼎資訊股份有限公司,喬鼎,True,4,138.1,121.5,115.4,97.9
1178,6120,aspw10o,達運精密工業股份有限公司,達運,True,18,90.6,122.0,108.2,97.9
419,2501,1jsz368,國泰建設股份有限公司,國建,True,12,105.5,125.0,103.2,97.8
1097,5443,fjmn8gw,均豪精密工業股份有限公司,均豪,True,18,90.6,105.1,105.1,97.8
388,2459,9l1quk8,敦吉科技股份有限公司,敦吉,True,2,134.7,119.9,103.4,97.7
164,1710,6ghrmd4,東聯化學股份有限公司,東聯,True,8,90.9,100.5,103.0,97.7
1024,5009,12pdvp2g,榮剛材料科技股份有限公司,榮剛,True,9,97.9,106.7,99.7,97.6
1121,5511,a61b0kw,德昌營造股份有限公司,德昌,True,27,105.5,86.3,103.2,97.3
509,2850,1l71ku0,新光產物保險股份有限公司,新產,True,71,134.3,122.7,121.6,97.3
1274,6231,7mzp948,系微股份有限公司,系微,True,30,107.4,118.3,115.9,97.3
1467,6782,7o2m92o,視陽光學股份有限公司,視陽,True,5,88.8,135.2,116.6,97.3
691,3317,7p23g8o,尼克森微電子股份有限公司,尼克森,True,7,193.8,140.7,117.1,97.1
585,3045,18n48ptc,台灣大哥大股份有限公司,台灣大,True,130,101.1,110.2,112.7,96.9
36,1309,5gp1148,台達化學工業股份有限公司,台達化,True,0,111.7,103.5,103.1,96.8
1215,6166,155pk9w8,凌華科技股份有限公司,凌華,True,32,138.1,120.0,108.9,96.3
1100,5455,13m508g0,昇益開發股份有限公司,昇益,False,0,105.5,105.9,108.4,96.3
512,2855,anzi8ns,統一綜合證券股份有限公司,統一證,True,106,134.3,165.6,144.9,96.1
447,2597,ui1cyxc,潤弘精密工程事業股份有限公司,潤弘,True,8,105.5,128.3,114.6,96.1
1224,6176,a5ihl8g,瑞儀光電股份有限公司,瑞儀,True,43,90.6,146.6,121.4,96.0
1669,9910,t4ja080,豐泰企業股份有限公司,豐泰,True,0,85.4,116.7,124.0,96.0
646,3209,13iqsaao,全科科技股份有限公司,全科,True,29,110.9,113.3,107.6,96.0
432,2530,52whilk,大華建設股份有限公司,華建,True,6,105.5,134.5,113.5,95.9
860,4120,5p1fs4w,友華生技醫藥股份有限公司,友華,True,21,88.8,119.8,111.2,95.7
1475,6799,oe0cw3k,來頡科技股份有限公司,來頡,True,8,193.8,136.0,102.4,95.6
136,1580,5q308eo,新麥企業股份有限公司,新麥,True,3,81.5,115.4,96.5,95.5
649,3217,add2tcg,優群科技股份有限公司,優群,True,15,94.0,191.5,115.1,95.4
1123,5514,ahcsbhk,三豐建設股份有限公司,三豐,True,0,105.5,143.8,97.8,95.3
732,3454,whb9w2w,晶睿通訊股份有限公司_台達電子集團,晶睿,True,38,90.6,115.4,107.6,95.3
1443,6715,1a2x6bi162,嘉基科技股份有限公司,嘉基,True,10,94.0,141.0,104.2,95.2
1259,6216,7gm9abk,居易科技股份有限公司,居易,True,10,101.1,115.5,107.8,95.2
378,2442,a3xytow,新美齊股份有限公司,新美齊,True,10,105.5,95.5,115.4,95.1
1408,6625,1a2x6bix81,必應創造股份有限公司,必應,True,37,95.4,122.9,114.9,94.9
1302,6277,5p4odo0,宏正自動科技股份有限公司,宏正,True,36,138.1,119.5,111.5,94.8
316,2356,1zh8g1c,Inventec_英業達股份有限公司,英業達,True,290,138.1,114.2,112.9,94.8
1187,6129,a4obks8,普誠科技股份有限公司,普誠,True,5,193.8,101.5,104.5,94.7
206,1808,fornhrc,潤隆建設股份有限公司,潤隆,True,8,105.5,115.6,106.7,94.7
522,2888,10whcigo,新光金融控股股份有限公司(新光金控/新光人壽/新光銀行/新光投信),新光金,True,529,134.3,109.6,114.6,94.7
1497,6873,1a2x6bkpst,泓德能源科技股份有限公司,泓德能源-創,True,65,95.1,127.5,116.0,94.6
782,3563,7l981o0,牧德科技股份有限公司,牧德,True,29,90.6,114.0,108.2,94.6
587,3047,a6k7vds,訊舟科技股份有限公司,訊舟,True,35,101.1,106.6,105.0,94.4
403,2480,12otq70g,敦陽科技股份有限公司,敦陽科,True,55,107.4,105.8,101.4,94.1
1,1102,1hnp360,亞洲水泥股份有限公司,亞泥,True,15,88.9,118.8,108.3,94.1
815,3646,7r08t1s,艾恩特精密工業股份有限公司,艾恩特,True,3,94.0,204.9,97.1,94.0
1117,5490,12nop0rs,同亨科技股份有限公司,同亨,True,26,138.1,109.1,100.7,93.9
1114,5487,a95oti0,通泰積體電路股份有限公司,通泰,True,0,193.8,108.5,100.2,93.9
1104,5465,gnule4w,富驊企業股份有限公司,富驊,True,1,138.1,148.7,97.5,93.8
733,3455,13u156q8,由田新技股份有限公司,由田,True,25,90.6,119.8,109.1,93.7
418,2498,7co2xio,宏達電 HTC Corporation_宏達國際電子股份有限公司,宏達電,True,130,101.1,118.5,120.8,93.7
1495,6865,7mdfomw,偉康科技股份有限公司,偉康科技,True,26,100.7,110.7,103.7,93.7
500,2812,nsyg63k,台中商業銀行股份有限公司,台中銀,True,201,134.3,116.6,111.0,93.6
259,2104,20gzwsw,國際中橡投資控股股份有限公司,國際中橡,True,21,76.4,165.0,107.0,93.5
1314,6292,a61qd1s,迅德興業股份有限公司,迅德,True,0,94.0,164.6,130.4,93.4
153,1612,jt7lvyo,宏泰電工股份有限公司,宏泰,True,10,88.7,109.0,103.8,93.2
1034,5206,26d0xds,坤悅開發股份有限公司,坤悅,True,0,105.5,135.2,105.2,93.2
1264,6221,131foohk,晉泰科技股份有限公司,晉泰,True,70,107.4,127.9,110.8,92.8
227,2015,pg1e5e0,豐興鋼鐵股份有限公司,豐興,True,14,97.9,104.3,101.5,92.8
985,4904,18n64g34,遠傳電信股份有限公司,遠傳,True,109,101.1,107.0,104.5,92.7
1329,6438,wi4quiw,迅得機械股份有限公司,迅得,True,38,134.7,96.8,86.7,92.6
1172,6113,a4eexa0,亞矽科技股份有限公司,亞矽,True,9,110.9,103.7,93.1,92.4
185,1737,152gyqs8,臺鹽實業股份有限公司,臺鹽,True,15,84.8,102.0,101.2,92.4
1143,5608,5rl0nmw,四維航業股份有限公司,四維航,True,10,127.2,148.1,100.8,92.4
1313,6291,13r8f2ls,沛亨半導體股份有限公司,沛亨,True,0,193.8,94.6,89.9,92.2
1019,4989,1a2x6bihkz,李長榮科技股份有限公司,榮科,True,8,94.0,93.4,94.8,92.2
536,2912,ad0nzp4,統一超商股份有限公司,統一超,True,315,67.7,79.3,108.3,92.2
779,3556,10wq4f5c,禾瑞亞科技股份有限公司,禾瑞亞,True,6,193.8,112.1,107.7,91.9
198,1788,an1y3ls,杏昌生技股份有限公司,杏昌,True,13,88.8,123.8,106.0,91.8
1333,6446,wew7f14,藥華醫藥股份有限公司,藥華藥,True,27,88.8,340.0,118.0,91.8
768,3537,ae6tb5k,堡達實業股份有限公司,堡達,True,0,94.0,115.9,104.8,91.7
1180,6122,2ckxbrk,擎邦國際科技工程股份有限公司,擎邦,True,66,81.5,113.6,102.8,91.7
569,3028,5p3nff4,增你強股份有限公司,增你強,True,24,110.9,109.3,102.0,91.6
1122,5512,13tpdd0g,力麒建設股份有限公司,力麒,True,3,105.5,104.5,95.2,91.5
677,3289,159vmy1c,宜特科技股份有限公司,宜特,True,71,134.7,98.0,104.8,91.5
421,2505,5bwm2i0,國揚實業股份有限公司,國揚,True,6,105.5,133.1,99.0,91.5
1063,5302,lpiwe8w,太欣半導體股份有限公司,太欣,True,6,193.8,130.4,92.4,91.5
1396,6590,wfc9y6w,普鴻資訊股份有限公司,普鴻,True,21,107.4,101.0,103.2,91.4
555,3013,2707ob4,晟銘電子科技股份有限公司,晟銘電,True,10,138.1,113.1,97.5,91.4
1466,6776,9jjuzoo,展碁國際股份有限公司,展碁國際,True,10,110.9,114.5,107.5,91.3
1424,6669,onw9tj4,緯穎科技服務股份有限公司,緯穎,True,176,138.1,97.6,129.1,91.0
363,2425,a9c0dmo,承啟科技股份有限公司,承啟,True,2,138.1,118.4,103.6,91.0
639,3188,5thvacg,鑫龍騰開發股份有限公司,鑫龍騰,False,0,105.5,186.0,112.8,91.0
1235,6189,a6chcdk,豐藝電子股份有限公司,豐藝,True,13,110.9,120.9,110.8,90.9
425,2514,ahctciw,龍邦國際興業股份有限公司,龍邦,True,1,95.4,110.7,96.6,90.8
1479,6806,d5vpyx4,森崴能源股份有限公司,森崴能源,True,39,95.1,110.9,107.6,90.7
270,2208,25nf6ig,台船_台灣國際造船股份有限公司,台船,True,1,127.2,96.9,95.6,90.7
466,2634,18muvnk0,某航空公司,漢翔,True,15,127.2,112.7,108.5,90.6
33,1305,5d9lt3k,華夏海灣塑膠股份有限公司,華夏,True,10,111.7,95.8,94.9,90.6
1095,5438,7e4h9p4,東友科技股份有限公司,東友,True,19,138.1,119.1,101.5,90.5
1297,6270,13wvgqr4,倍微科技股份有限公司,倍微,True,4,110.9,117.2,99.5,90.4
1476,6803,wi7sha8,崑鼎綠能環保股份有限公司,崑鼎,True,2,95.1,310.0,101.7,90.2
934,4551,a9uk14g,智伸科技股份有限公司,智伸科,True,6,86.6,104.3,115.2,90.1
1078,5351,a5hl50w,鈺創科技股份有限公司,鈺創,True,22,193.8,135.9,131.2,90.0
912,4506,211pd80,崇友實業股份有限公司,崇友,True,27,81.5,98.2,91.5,90.0
1421,6664,atk7c20,群翊工業股份有限公司,群翊,True,7,94.0,116.2,94.6,90.0
361,2423,26b3kgw,固緯電子實業股份有限公司,固緯,True,14,134.7,105.3,99.5,89.8
750,3511,1116167c,矽瑪科技股份有限公司,矽瑪,True,10,94.0,94.5,116.7,89.8
1395,6589,1a2x6bicyh,台康生技股份有限公司,台康生技,True,23,88.8,134.8,100.9,89.8
383,2453,2a5ju40,凌群電腦股份有限公司,凌群,True,136,107.4,110.1,99.8,89.5
611,3088,aw93aew,艾訊股份有限公司,艾訊,True,61,138.1,106.5,102.0,89.5
754,3518,15807h5c,柏騰科技股份有限公司,柏騰,True,1,134.7,105.0,89.8,89.4
820,3669,d25q6a8,圓展科技股份有限公司,圓展,True,26,101.1,98.6,101.1,89.4
703,3356,7hm4e9c,奇偶科技股份有限公司,奇偶,True,11,90.6,100.3,98.0,89.4
1390,6581,154mowkw,台灣鋼聯股份有限公司,鋼聯,True,0,95.1,106.8,92.8,89.3
1226,6179,1540slq0,亞通利大能源股份有限公司,亞通,True,18,95.4,90.2,92.3,89.2
1674,9918,fgrrupk,欣欣天然氣股份有限公司,欣天然,False,0,102.0,113.9,105.8,89.2
523,2889,10wik6zs,國票金融控股股份有限公司,國票金,True,1,134.3,141.5,118.3,89.2
1389,6579,oee5hew,研揚科技股份有限公司,研揚,True,55,138.1,115.2,105.3,89.1
1346,6486,10u8efts,互動國際數位股份有限公司,互動,True,13,101.1,119.9,108.1,88.9
149,1605,g9nifhc,華新麗華股份有限公司,華新,True,52,88.7,109.0,109.4,88.9
1469,6788,5slz50g,華景電通股份有限公司,華景電,True,12,193.8,150.5,96.7,88.8
650,3218,130j7vbs,大學光學科技股份有限公司_大學眼鏡/大學眼科/大學醫美,大學光,True,121,88.8,108.1,115.0,88.8
1458,6754,1a2x6bj12k,匯僑設計_匯僑室內裝修設計股份有限公司,匯僑設計,True,15,80.9,106.7,103.6,88.7
356,2415,kms3zn5,錩新科技股份有限公司,錩新,True,5,94.0,116.0,102.0,88.6
790,3583,e721jfc,辛耘企業股份有限公司,辛耘,True,48,193.8,102.9,99.9,88.6
729,3444,12r36c40,利機企業股份有限公司,利機,True,8,110.9,132.1,97.3,88.2
1515,8024,13vmeqs0,佑華微電子股份有限公司,佑華,True,11,193.8,97.2,96.8,88.2
1432,6690,wf0uhow,安碁資訊股份有限公司,安碁資訊,True,23,100.7,106.3,106.6,88.2
1212,6163,12y30460,華電聯網股份有限公司,華電網,True,117,101.1,111.5,100.3,88.1
1691,9940,a9pjy3k,信義房屋股份有限公司,信義,True,123,95.4,115.4,123.6,88.0
392,2464,a5hgicw,盟立自動化股份有限公司,盟立,True,35,134.7,103.7,103.5,88.0
1317,6409,d9dht8g,旭隼科技股份有限公司,旭隼,True,30,134.7,299.8,129.4,88.0
1422,6667,157xy2lc,信紘科技股份有限公司,信紘科,True,66,134.7,104.0,101.7,87.8
1662,8996,g844pk8,高力熱處理工業股份有限公司,高力,True,16,81.5,101.1,94.2,87.7
386,2457,dzcsj2g,飛宏科技股份有限公司,飛宏,True,36,94.0,137.9,101.0,87.7
1456,6752,aavnrjk,叡揚資訊股份有限公司,叡揚,True,94,107.4,98.5,99.9,87.7
360,2421,11f0id7k,建準電機工業股份有限公司,建準,True,48,94.0,109.6,108.2,87.6
780,3557,cqeah4w,嘉威生活股份有限公司,嘉威,True,4,80.9,221.3,99.8,87.6
1292,6263,12n5ajpk,普萊德科技股份有限公司,普萊德,True,8,101.1,102.6,91.0,87.5
1581,8210,2d2e7fc,勤誠興業股份有限公司,勤誠,True,77,138.1,125.8,109.8,87.5
1527,8046,7e7mdgg,南亞電路板股份有限公司(南電),南電,True,21,94.0,85.0,91.0,87.2
1660,8941,6gkla34,關中股份有限公司,關中,True,0,80.9,147.5,91.4,87.2
0,1101,5h0zoz4,(台泥)臺灣水泥股份有限公司,台泥,True,130,88.9,97.3,99.4,87.1
459,2614,2a3l3tc,東森國際股份有限公司,東森,True,6,95.4,118.9,94.3,87.1
190,1773,ywezbuo,勝一化工股份有限公司,勝一,True,34,90.9,114.2,101.4,87.0
618,3114,9jzpz8o,好德科技股份有限公司,好德,True,6,94.0,98.5,101.6,86.9
436,2537,aeqrbx4,聯上開發股份有限公司,聯上發,True,5,105.5,91.6,83.8,86.9
1351,6496,aks8yfk,科懋生物科技股份有限公司,科懋,True,11,88.8,106.8,102.1,86.8
1387,6577,1a2x6bjhdq,勁豐電子股份有限公司,勁豐,True,11,138.1,112.0,100.3,86.7
1453,6743,7ljs8e8,安普新股份有限公司,安普新,True,32,134.7,106.5,97.6,86.7
1171,6112,7jpa44g,邁達特數位股份有限公司,邁達特,True,63,107.4,108.5,106.7,86.7
844,3712,0,永崴投資控股股份有限公司,永崴投控,False,0,138.1,158.2,112.3,86.7
879,4164,0,承業生醫投資控股股份有限公司,承業醫,False,0,88.8,136.0,104.3,86.7
1159,6016,ay0hyc8,康和綜合證券股份有限公司,康和證,True,81,127.1,135.9,107.4,86.6
1685,9933,9ka2llc,中鼎集團_中鼎工程股份有限公司,中鼎,True,217,95.4,126.9,103.2,86.6
1204,6152,154zie08,百一電子股份有限公司,百一,True,10,101.1,105.0,101.4,86.5
1306,6282,5o3jjw8,康舒科技股份有限公司,康舒,True,80,94.0,116.6,106.5,86.4
448,2601,1jgakrc,益航股份有限公司,益航,True,5,67.7,138.2,93.9,86.2
667,3264,wi3s62g,欣銓科技股份有限公司,欣銓,True,12,193.8,115.2,106.4,86.2
108,1516,a50y82g,川飛能源股份有限公司,川飛,True,0,95.4,153.5,97.0,86.2
160,1702,3ctici8,南僑投資控股股份有限公司,南僑,True,64,84.8,276.4,118.5,86.1
1529,8048,2c970u0,德勝科技股份有限公司,德勝,True,10,101.1,135.2,91.3,86.0
973,4746,18ix85rk,台耀化學股份有限公司,台耀,True,48,88.8,96.6,92.5,86.0
508,2849,13xn0qy0,安泰商業銀行股份有限公司,安泰銀,True,111,134.3,108.4,102.0,85.9
552,3008,absj6xs,大立光電股份有限公司,大立光,True,110,90.6,108.9,113.9,85.8
414,2493,e7iuqgo,揚博科技股份有限公司,揚博,True,13,94.0,112.7,101.7,85.8
1281,6240,18rkwpkw,松崗國際興業股份有限公司,松崗,True,2,95.4,113.9,93.3,85.7
872,4147,d6rlvrk,中裕新藥股份有限公司,中裕,True,13,88.8,117.6,100.5,85.7
331,2376,a4kvltk,技嘉科技股份有限公司,技嘉,True,79,138.1,130.2,123.2,85.6
1139,5601,0,臺聯貨櫃通運股份有限公司,台聯櫃,False,0,127.2,99.5,88.6,85.6
57,1416,jybo4ps,廣豐實業股份有限公司,廣豐,True,0,95.4,133.7,84.5,85.5
1494,6861,0,睿生光電股份有限公司,睿生光電,False,0,88.8,100.9,100.3,85.4
743,3492,12z75nio,長盛科技股份有限公司,長盛,False,0,94.0,106.8,88.3,85.4
1474,6796,cwxr9hk,晉弘科技股份有限公司,晉弘,True,24,88.8,97.0,96.0,85.3
511,2852,1jjxd3c,第一產物保險股份有限公司,第一保,True,29,134.3,113.0,109.4,85.3
1361,6516,d8w0byw,勤崴國際科技股份有限公司,勤崴國際,True,23,107.4,98.8,91.2,85.1
1209,6158,a3xtdpc,禾昌興業股份有限公司,禾昌,True,12,94.0,112.2,96.8,85.1
645,3207,13r4oxwg,耀勝電子股份有限公司,耀勝,True,15,94.0,129.6,84.4,85.0
1635,8478,13eyee4g,東哥遊艇_東哥企業股份有限公司,東哥遊艇,True,21,85.4,112.3,92.9,85.0
533,2908,9jwyai8,特力集團_特力股份有限公司,特力,True,33,67.7,93.3,96.3,85.0
280,2247,1a2x6bjimk,汎德永業汽車股份有限公司,汎德永業,True,119,86.6,105.9,111.7,84.9
303,2338,a5hf0cg,台灣光罩股份有限公司,光罩,True,40,193.8,93.8,99.5,84.9
785,3570,7e2s7e9,大塚資訊科技股份有限公司,大塚,True,20,107.4,113.2,106.0,84.9
1038,5212,7lka688,凌網科技股份有限公司,凌網,True,17,107.4,92.0,96.8,84.9
1007,4953,13u3sbvs,緯創軟體股份有限公司,緯軟,True,117,107.4,84.1,89.8,84.7
266,2201,1lpdny9,裕隆集團_裕隆汽車製造股份有限公司,裕隆,True,25,86.6,102.7,89.8,84.7
1161,6021,ajo2a6o,美好證券股份有限公司,美好證,True,52,127.1,118.7,99.4,84.6
547,3002,edqxl3k,歐格電子股份有限公司,歐格,True,7,138.1,108.3,88.3,84.5
738,3483,7h0uen4,力致科技股份有限公司,力致,True,18,138.1,136.2,92.3,84.4
231,2023,yw1fugw,燁輝企業股份有限公司,燁輝,True,35,97.9,80.3,86.6,84.2
101,1503,52kin0w,士林電機廠股份有限公司,士電,True,76,81.5,110.3,102.4,84.2
778,3555,1106hyi8,博士旺創新股份有限公司,博士旺,True,4,193.8,80.9,86.0,84.1
200,1795,59go71s,美時化學製藥股份有限公司,美時,True,51,88.8,108.4,114.3,84.0
899,4414,muohi1s,如興股份有限公司,如興,True,0,72.4,179.0,113.7,83.9
352,2409,12nokxe8,友達光電股份有限公司,友達,True,221,90.6,106.9,109.9,83.9
1358,6510,ct2ibfs,CHPT_中華精測科技股份有限公司,精測,True,42,193.8,81.4,90.1,83.8
557,3015,12p5rau0,全漢企業股份有限公司,全漢,True,22,94.0,99.8,97.1,83.8
988,4907,a5hen88,富宇地產股份有限公司,富宇,True,3,105.5,210.4,98.8,83.7
369,2431,gc8grug,聯昌電子企業股份有限公司,聯昌,True,7,94.0,103.4,97.6,83.7
65,1436,3g7g6gg,華友聯開發股份有限公司,華友聯,True,19,105.5,108.6,94.2,83.7
1572,8150,7eres28,南茂科技股份有限公司,南茂,True,36,193.8,89.7,94.0,83.7
857,4114,jug4ur4,健喬信元醫藥生技股份有限公司,健喬,True,66,88.8,119.1,112.3,83.6
631,3163,7mb7fqw,波若威科技股份有限公司,波若威,True,2,101.1,115.4,101.8,83.6
438,2539,abyxwhs,櫻花建設股份有限公司,櫻花建,True,3,105.5,101.9,96.0,83.6
1417,6657,1a2x6bimnc,華安醫學股份有限公司,華安,True,1,88.8,185.1,79.2,83.5
1352,6499,1a2x6biorj,益安生醫股份有限公司,益安,True,3,88.8,129.9,99.6,83.5
558,3016,7erm71c,嘉晶電子股份有限公司,嘉晶,True,14,193.8,83.8,89.5,83.5
839,3707,1a2x6blsez,漢磊科技股份有限公司,漢磊,True,27,193.8,98.2,93.0,83.5
1336,6461,0,益得生物科技股份有限公司,益得,False,0,88.8,113.6,94.0,83.4
99,1476,ghgox7c,儒鴻企業股份有限公司,儒鴻,True,53,72.4,101.5,95.3,83.3
1227,6180,154zrwlk,遊戲橘子數位科技股份有限公司,橘子,True,99,122.0,109.5,107.9,83.3
52,1402,1m99jk0,遠東新世紀股份有限公司,遠東新,True,65,72.4,107.3,99.4,83.2
430,2527,a9jccps,宏璟建設股份有限公司,宏璟,True,0,105.5,129.4,81.7,83.1
1142,5607,13ka8k1c,遠雄自貿港投資控股股份有限公司,遠雄港,False,0,127.2,327.9,89.5,83.1
501,2816,1ffm44o,旺旺友聯產物保險股份有限公司,旺旺保,True,75,134.3,108.5,105.6,83.1
1031,5202,aeikbjs,力新國際科技股份有限公司,力新,True,7,107.4,125.1,94.4,83.1
862,4123,8jppo1s,晟德大藥廠股份有限公司,晟德,True,11,88.8,92.7,95.7,83.1
503,2832,1mttbi0,臺灣產物保險股份有限公司,台產,True,72,134.3,108.7,105.5,83.1
444,2547,5ompjeg,日勝生活科技股份有限公司,日勝生,True,24,105.5,121.2,93.9,83.0
1135,5533,b0q8348,皇鼎建設開發股份有限公司,皇鼎,True,0,105.5,97.1,85.1,82.9
1183,6125,26oq46w,廣運機械工程股份有限公司,廣運,True,62,90.6,132.3,100.2,82.9
833,3701,0,大眾全球投資控股股份有限公司,大眾控,False,0,138.1,150.4,99.1,82.8
560,3018,18iybd14,隆銘綠能科技工程股份有限公司,隆銘綠能,True,14,134.7,88.2,84.7,82.8
858,4116,ap3cms0,明基三豐醫療器材股份有限公司,明基醫,True,17,88.8,94.5,88.2,82.7
1594,8284,13kjqgog,三竹資訊股份有限公司,三竹,True,42,107.4,92.6,90.5,82.7
1612,8416,cqvam68,實威國際股份有限公司,實威,True,22,107.4,92.6,93.0,82.6
835,3703,dbi23bc,欣陸投資控股股份有限公司,欣陸,True,4,105.5,140.4,91.4,82.4
